version,round,task,metric,status,value,error_type,error
qwen25_rewardv2,4,speaker,bleu_4,ok,5.539556987759846e-11,,
qwen25_rewardv2,4,speaker,rouge_l,ok,0.42418162639306534,,
qwen25_rewardv2,4,speaker,meteor,ok,0.15997882210866057,,
qwen25_rewardv2,4,speaker,spider,ok,0.21667822983397111,,
qwen25_rewardv2,4,speaker,fense,ok,0.8292262429953734,,
qwen25_rewardv2,4,speaker,bertscore,ok,0.6998071670532227,,
qwen25_rewardv2,4,speaker,clapscore,ok,0.4457676960140884,,
qwen25_rewardv2,4,style,bleu_4,ok,2.8875540911115662e-06,,
qwen25_rewardv2,4,style,rouge_l,ok,0.4354943776612583,,
qwen25_rewardv2,4,style,meteor,ok,0.14551076467481663,,
qwen25_rewardv2,4,style,spider,ok,0.23126589001722736,,
qwen25_rewardv2,4,style,fense,ok,0.619603881201267,,
qwen25_rewardv2,4,style,bertscore,ok,0.7179522514343262,,
qwen25_rewardv2,4,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 7"
qwen25_rewardv2,4,emotion,bleu_4,ok,4.775949686569174e-15,,
qwen25_rewardv2,4,emotion,rouge_l,ok,0.22767068552427472,,
qwen25_rewardv2,4,emotion,meteor,ok,0.1001997970293987,,
qwen25_rewardv2,4,emotion,spider,ok,0.10701917922044539,,
qwen25_rewardv2,4,emotion,fense,ok,0.7560343560157755,,
qwen25_rewardv2,4,emotion,bertscore,ok,0.6069914102554321,,
qwen25_rewardv2,4,emotion,clapscore,ok,0.362604471919078,,
qwen25_rewardv2,4,overall,bleu_4,ok,1.1090075086975846e-14,,
qwen25_rewardv2,4,overall,rouge_l,ok,0.30547907363319804,,
qwen25_rewardv2,4,overall,meteor,ok,0.09910952543685342,,
qwen25_rewardv2,4,overall,spider,ok,0.06294272129477026,,
qwen25_rewardv2,4,overall,fense,ok,0.8049757686101321,,
qwen25_rewardv2,4,overall,bertscore,ok,0.6899827718734741,,
qwen25_rewardv2,4,overall,clapscore,ok,0.37224176996510655,,
qwen25_rewardv2,5,speaker,bleu_4,ok,5.5458373265511056e-11,,
qwen25_rewardv2,5,speaker,rouge_l,ok,0.4237936014399205,,
qwen25_rewardv2,5,speaker,meteor,ok,0.1607400275429408,,
qwen25_rewardv2,5,speaker,spider,ok,0.21660594015839846,,
qwen25_rewardv2,5,speaker,fense,ok,0.8381895517425378,,
qwen25_rewardv2,5,speaker,bertscore,ok,0.6993392109870911,,
qwen25_rewardv2,5,speaker,clapscore,ok,0.4455932036559776,,
qwen25_rewardv2,5,style,bleu_4,ok,2.9508329476194686e-06,,
qwen25_rewardv2,5,style,rouge_l,ok,0.43797865633818917,,
qwen25_rewardv2,5,style,meteor,ok,0.1475882760069403,,
qwen25_rewardv2,5,style,spider,ok,0.2320071969133595,,
qwen25_rewardv2,5,style,fense,ok,0.626539421650089,,
qwen25_rewardv2,5,style,bertscore,ok,0.7191006541252136,,
qwen25_rewardv2,5,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 7"
qwen25_rewardv2,5,emotion,bleu_4,ok,4.683455281533141e-15,,
qwen25_rewardv2,5,emotion,rouge_l,ok,0.22380304957681318,,
qwen25_rewardv2,5,emotion,meteor,ok,0.09972031089731799,,
qwen25_rewardv2,5,emotion,spider,ok,0.10495482341526377,,
qwen25_rewardv2,5,emotion,fense,ok,0.7543559356944558,,
qwen25_rewardv2,5,emotion,bertscore,ok,0.606785237789154,,
qwen25_rewardv2,5,emotion,clapscore,ok,0.36188368431686924,,
qwen25_rewardv2,5,overall,bleu_4,ok,1.105804660937613e-14,,
qwen25_rewardv2,5,overall,rouge_l,ok,0.3051925167688045,,
qwen25_rewardv2,5,overall,meteor,ok,0.09911585072582844,,
qwen25_rewardv2,5,overall,spider,ok,0.06287576127529344,,
qwen25_rewardv2,5,overall,fense,ok,0.8041507967090656,,
qwen25_rewardv2,5,overall,bertscore,ok,0.6908825039863586,,
qwen25_rewardv2,5,overall,clapscore,ok,0.37234705471046975,,
qwen25_rewardv2,6,speaker,bleu_4,ok,5.532035709628596e-11,,
qwen25_rewardv2,6,speaker,rouge_l,ok,0.4245199081486426,,
qwen25_rewardv2,6,speaker,meteor,ok,0.16041724458589843,,
qwen25_rewardv2,6,speaker,spider,ok,0.2166569291218903,,
qwen25_rewardv2,6,speaker,fense,ok,0.8323071791478054,,
qwen25_rewardv2,6,speaker,bertscore,ok,0.6993466019630432,,
qwen25_rewardv2,6,speaker,clapscore,ok,0.44642212445436824,,
qwen25_rewardv2,6,style,bleu_4,ok,2.91902301412599e-06,,
qwen25_rewardv2,6,style,rouge_l,ok,0.43724715011285403,,
qwen25_rewardv2,6,style,meteor,ok,0.14676208554972422,,
qwen25_rewardv2,6,style,spider,ok,0.23110872355236245,,
qwen25_rewardv2,6,style,fense,ok,0.6216006875408937,,
qwen25_rewardv2,6,style,bertscore,ok,0.7177432179450989,,
qwen25_rewardv2,6,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 7"
qwen25_rewardv2,6,emotion,bleu_4,ok,4.6337485867276924e-15,,
qwen25_rewardv2,6,emotion,rouge_l,ok,0.22361643591129213,,
qwen25_rewardv2,6,emotion,meteor,ok,0.099266985398284,,
qwen25_rewardv2,6,emotion,spider,ok,0.10449909262564919,,
qwen25_rewardv2,6,emotion,fense,ok,0.7486019395836405,,
qwen25_rewardv2,6,emotion,bertscore,ok,0.6078553199768066,,
qwen25_rewardv2,6,emotion,clapscore,ok,0.36146500582303204,,
qwen25_rewardv2,6,overall,bleu_4,ok,1.1100288335779247e-14,,
qwen25_rewardv2,6,overall,rouge_l,ok,0.30577137705647717,,
qwen25_rewardv2,6,overall,meteor,ok,0.09958510222521423,,
qwen25_rewardv2,6,overall,spider,ok,0.06314590699843618,,
qwen25_rewardv2,6,overall,fense,ok,0.8030340103549374,,
qwen25_rewardv2,6,overall,bertscore,ok,0.6915512681007385,,
qwen25_rewardv2,6,overall,clapscore,ok,0.37220657595610485,,
qwen25_rewardv2,7,speaker,bleu_4,ok,5.505192044230591e-11,,
qwen25_rewardv2,7,speaker,rouge_l,ok,0.4246499030362058,,
qwen25_rewardv2,7,speaker,meteor,ok,0.1610099959685076,,
qwen25_rewardv2,7,speaker,spider,ok,0.21666053045433578,,
qwen25_rewardv2,7,speaker,fense,ok,0.8288493818696636,,
qwen25_rewardv2,7,speaker,bertscore,ok,0.7006714940071106,,
qwen25_rewardv2,7,speaker,clapscore,ok,0.44643503035085075,,
qwen25_rewardv2,7,style,bleu_4,ok,2.8656848468450753e-06,,
qwen25_rewardv2,7,style,rouge_l,ok,0.436735358153862,,
qwen25_rewardv2,7,style,meteor,ok,0.14633508451031946,,
qwen25_rewardv2,7,style,spider,ok,0.2305149720705053,,
qwen25_rewardv2,7,style,fense,ok,0.618670202806368,,
qwen25_rewardv2,7,style,bertscore,ok,0.7182714939117432,,
qwen25_rewardv2,7,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [81] at entry 3"
qwen25_rewardv2,7,emotion,bleu_4,ok,4.71257770836585e-15,,
qwen25_rewardv2,7,emotion,rouge_l,ok,0.22646077235582732,,
qwen25_rewardv2,7,emotion,meteor,ok,0.09986952012829316,,
qwen25_rewardv2,7,emotion,spider,ok,0.10671281047758377,,
qwen25_rewardv2,7,emotion,fense,ok,0.7560914492471161,,
qwen25_rewardv2,7,emotion,bertscore,ok,0.6063284277915955,,
qwen25_rewardv2,7,emotion,clapscore,ok,0.3621369282188287,,
qwen25_rewardv2,7,overall,bleu_4,ok,1.0983186728222767e-14,,
qwen25_rewardv2,7,overall,rouge_l,ok,0.3063661105635545,,
qwen25_rewardv2,7,overall,meteor,ok,0.09954758945125919,,
qwen25_rewardv2,7,overall,spider,ok,0.06327507708731767,,
qwen25_rewardv2,7,overall,fense,ok,0.8022432516435691,,
qwen25_rewardv2,7,overall,bertscore,ok,0.6927356719970703,,
qwen25_rewardv2,7,overall,clapscore,ok,0.37228538514635856,,
qwen25_rewardv2,8,speaker,bleu_4,ok,5.4975660185152065e-11,,
qwen25_rewardv2,8,speaker,rouge_l,ok,0.4266185171420113,,
qwen25_rewardv2,8,speaker,meteor,ok,0.16162606613610855,,
qwen25_rewardv2,8,speaker,spider,ok,0.21778398330218912,,
qwen25_rewardv2,8,speaker,fense,ok,0.8395590236175857,,
qwen25_rewardv2,8,speaker,bertscore,ok,0.6992671489715576,,
qwen25_rewardv2,8,speaker,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5"
qwen25_rewardv2,8,style,bleu_4,ok,2.9323520972518393e-06,,
qwen25_rewardv2,8,style,rouge_l,ok,0.4387263199319844,,
qwen25_rewardv2,8,style,meteor,ok,0.14738766432445588,,
qwen25_rewardv2,8,style,spider,ok,0.23169965448786084,,
qwen25_rewardv2,8,style,fense,ok,0.6142126336098954,,
qwen25_rewardv2,8,style,bertscore,ok,0.7187203168869019,,
qwen25_rewardv2,8,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [82] at entry 2"
qwen25_rewardv2,8,emotion,bleu_4,ok,4.729634785586706e-15,,
qwen25_rewardv2,8,emotion,rouge_l,ok,0.22672212363460972,,
qwen25_rewardv2,8,emotion,meteor,ok,0.09982414741372983,,
qwen25_rewardv2,8,emotion,spider,ok,0.1061997856341455,,
qwen25_rewardv2,8,emotion,fense,ok,0.7529489503585347,,
qwen25_rewardv2,8,emotion,bertscore,ok,0.6070122718811035,,
qwen25_rewardv2,8,emotion,clapscore,ok,0.3630394208741781,,
qwen25_rewardv2,8,overall,bleu_4,ok,7.27435684405878e-11,,
qwen25_rewardv2,8,overall,rouge_l,ok,0.30765611357500144,,
qwen25_rewardv2,8,overall,meteor,ok,0.10029490775561913,,
qwen25_rewardv2,8,overall,spider,ok,0.06370306524684331,,
qwen25_rewardv2,8,overall,fense,ok,0.8016471813261478,,
qwen25_rewardv2,8,overall,bertscore,ok,0.6932206153869629,,
qwen25_rewardv2,8,overall,clapscore,ok,0.37221857694500526,,
qwen25_v1,0,speaker,bleu_4,ok,5.55916284853452e-11,,
qwen25_v1,0,speaker,rouge_l,ok,0.42304710128390877,,
qwen25_v1,0,speaker,meteor,ok,0.15996308824418007,,
qwen25_v1,0,speaker,spider,ok,0.2160546262357061,,
qwen25_v1,0,speaker,fense,ok,0.828635069096008,,
qwen25_v1,0,speaker,bertscore,ok,0.6994944214820862,,
qwen25_v1,0,speaker,clapscore,ok,0.4449083468668692,,
qwen25_v1,0,style,bleu_4,ok,2.9173495092018805e-06,,
qwen25_v1,0,style,rouge_l,ok,0.43572829332254104,,
qwen25_v1,0,style,meteor,ok,0.14678061309758833,,
qwen25_v1,0,style,spider,ok,0.2320162243892244,,
qwen25_v1,0,style,fense,ok,0.6274899352672126,,
qwen25_v1,0,style,bertscore,ok,0.7188769578933716,,
qwen25_v1,0,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 7"
qwen25_v1,0,emotion,bleu_4,ok,4.747320847765371e-15,,
qwen25_v1,0,emotion,rouge_l,ok,0.2212317120363823,,
qwen25_v1,0,emotion,meteor,ok,0.0989346307235686,,
qwen25_v1,0,emotion,spider,ok,0.1036613282493305,,
qwen25_v1,0,emotion,fense,ok,0.7551040391498061,,
qwen25_v1,0,emotion,bertscore,ok,0.6047556400299072,,
qwen25_v1,0,emotion,clapscore,ok,0.3627530832930882,,
qwen25_v1,0,overall,bleu_4,ok,1.1506083551092607e-14,,
qwen25_v1,0,overall,rouge_l,ok,0.30248878441180677,,
qwen25_v1,0,overall,meteor,ok,0.09793151042186567,,
qwen25_v1,0,overall,spider,ok,0.06217044599451918,,
qwen25_v1,0,overall,fense,ok,0.8034977716630824,,
qwen25_v1,0,overall,bertscore,ok,0.689919650554657,,
qwen25_v1,0,overall,clapscore,ok,0.37184276806066047,,
qwen25_v1,1,speaker,bleu_4,ok,3.7083906773607683e-07,,
qwen25_v1,1,speaker,rouge_l,ok,0.42391048853113045,,
qwen25_v1,1,speaker,meteor,ok,0.16028858032109472,,
qwen25_v1,1,speaker,spider,ok,0.2168371086487646,,
qwen25_v1,1,speaker,fense,ok,0.8304971946188054,,
qwen25_v1,1,speaker,bertscore,ok,0.6991652846336365,,
qwen25_v1,1,speaker,clapscore,ok,0.44574067913509513,,
qwen25_v1,1,style,bleu_4,ok,2.916166957127663e-06,,
qwen25_v1,1,style,rouge_l,ok,0.4367086801093785,,
qwen25_v1,1,style,meteor,ok,0.14736477569943457,,
qwen25_v1,1,style,spider,ok,0.23143247626069527,,
qwen25_v1,1,style,fense,ok,0.6254565772273617,,
qwen25_v1,1,style,bertscore,ok,0.717926561832428,,
qwen25_v1,1,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 7"
qwen25_v1,1,emotion,bleu_4,ok,4.699902794101165e-15,,
qwen25_v1,1,emotion,rouge_l,ok,0.22418876936576265,,
qwen25_v1,1,emotion,meteor,ok,0.09934285596960095,,
qwen25_v1,1,emotion,spider,ok,0.10471907467115794,,
qwen25_v1,1,emotion,fense,ok,0.7582885509547079,,
qwen25_v1,1,emotion,bertscore,ok,0.6060895323753357,,
qwen25_v1,1,emotion,clapscore,ok,0.3613351627744004,,
qwen25_v1,1,overall,bleu_4,ok,1.1280921936419008e-14,,
qwen25_v1,1,overall,rouge_l,ok,0.304090411924745,,
qwen25_v1,1,overall,meteor,ok,0.09883847183962932,,
qwen25_v1,1,overall,spider,ok,0.06259606535150948,,
qwen25_v1,1,overall,fense,ok,0.8038277411813128,,
qwen25_v1,1,overall,bertscore,ok,0.6898201107978821,,
qwen25_v1,1,overall,clapscore,ok,0.3720513306299351,,
qwen25_v1,2,speaker,bleu_4,ok,3.694369632254227e-07,,
qwen25_v1,2,speaker,rouge_l,ok,0.42541509427527535,,
qwen25_v1,2,speaker,meteor,ok,0.16104140516969634,,
qwen25_v1,2,speaker,spider,ok,0.21752543238554314,,
qwen25_v1,2,speaker,fense,ok,0.8372369054224036,,
qwen25_v1,2,speaker,bertscore,ok,0.6996446847915649,,
qwen25_v1,2,speaker,clapscore,ok,0.44596742665971606,,
qwen25_v1,2,style,bleu_4,ok,2.892729409176908e-06,,
qwen25_v1,2,style,rouge_l,ok,0.43666677694664996,,
qwen25_v1,2,style,meteor,ok,0.14673999221806586,,
qwen25_v1,2,style,spider,ok,0.2313468261690081,,
qwen25_v1,2,style,fense,ok,0.6211013262694581,,
qwen25_v1,2,style,bertscore,ok,0.7178008556365967,,
qwen25_v1,2,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [81] at entry 3"
qwen25_v1,2,emotion,bleu_4,ok,4.617028246199523e-15,,
qwen25_v1,2,emotion,rouge_l,ok,0.22123932629407458,,
qwen25_v1,2,emotion,meteor,ok,0.09880615143859355,,
qwen25_v1,2,emotion,spider,ok,0.10364531330789417,,
qwen25_v1,2,emotion,fense,ok,0.7473902392566606,,
qwen25_v1,2,emotion,bertscore,ok,0.6058691143989563,,
qwen25_v1,2,emotion,clapscore,ok,0.3602803018177773,,
qwen25_v1,2,overall,bleu_4,ok,6.277679938488626e-11,,
qwen25_v1,2,overall,rouge_l,ok,0.3051890713595906,,
qwen25_v1,2,overall,meteor,ok,0.09897162797157943,,
qwen25_v1,2,overall,spider,ok,0.06296593624820539,,
qwen25_v1,2,overall,fense,ok,0.7982187721381971,,
qwen25_v1,2,overall,bertscore,ok,0.6905006766319275,,
qwen25_v1,2,overall,clapscore,ok,0.371725589222337,,
qwen25_v1,3,speaker,bleu_4,ok,5.5480934658767714e-11,,
qwen25_v1,3,speaker,rouge_l,ok,0.42655181659472335,,
qwen25_v1,3,speaker,meteor,ok,0.16071867988918567,,
qwen25_v1,3,speaker,spider,ok,0.21763871593828768,,
qwen25_v1,3,speaker,fense,ok,0.8311192097010051,,
qwen25_v1,3,speaker,bertscore,ok,0.6996512413024902,,
qwen25_v1,3,speaker,clapscore,ok,0.4465412977153987,,
qwen25_v1,3,style,bleu_4,ok,3.010878446109158e-06,,
qwen25_v1,3,style,rouge_l,ok,0.44091287521387945,,
qwen25_v1,3,style,meteor,ok,0.1502589125453233,,
qwen25_v1,3,style,spider,ok,0.2313420785931291,,
qwen25_v1,3,style,fense,ok,0.6172055623641344,,
qwen25_v1,3,style,bertscore,ok,0.7202115654945374,,
qwen25_v1,3,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 7"
qwen25_v1,3,emotion,bleu_4,ok,4.576782288574415e-15,,
qwen25_v1,3,emotion,rouge_l,ok,0.22058440381776473,,
qwen25_v1,3,emotion,meteor,ok,0.09900058852588944,,
qwen25_v1,3,emotion,spider,ok,0.10250894731076403,,
qwen25_v1,3,emotion,fense,ok,0.7410487633996086,,
qwen25_v1,3,emotion,bertscore,ok,0.6070351004600525,,
qwen25_v1,3,emotion,clapscore,ok,0.3600948165895532,,
qwen25_v1,3,overall,bleu_4,ok,1.1079739426482797e-14,,
qwen25_v1,3,overall,rouge_l,ok,0.3054302204552412,,
qwen25_v1,3,overall,meteor,ok,0.09978529708875576,,
qwen25_v1,3,overall,spider,ok,0.0628838084435176,,
qwen25_v1,3,overall,fense,ok,0.7959141142816973,,
qwen25_v1,3,overall,bertscore,ok,0.6915087699890137,,
qwen25_v1,3,overall,clapscore,ok,0.37119368654943735,,
qwen25_v1,4,speaker,bleu_4,ok,5.530715547635259e-11,,
qwen25_v1,4,speaker,rouge_l,ok,0.4264543698708417,,
qwen25_v1,4,speaker,meteor,ok,0.16096920403857864,,
qwen25_v1,4,speaker,spider,ok,0.2177277214643096,,
qwen25_v1,4,speaker,fense,ok,0.839926329995141,,
qwen25_v1,4,speaker,bertscore,ok,0.6990116238594055,,
qwen25_v1,4,speaker,clapscore,ok,0.44690297965004755,,
qwen25_v1,4,style,bleu_4,ok,2.9641508662237833e-06,,
qwen25_v1,4,style,rouge_l,ok,0.4424187921846489,,
qwen25_v1,4,style,meteor,ok,0.1512011607205521,,
qwen25_v1,4,style,spider,ok,0.2309679019396011,,
qwen25_v1,4,style,fense,ok,0.6097581741227703,,
qwen25_v1,4,style,bertscore,ok,0.7205125689506531,,
qwen25_v1,4,style,clapscore,unavailable,,RuntimeError,"stack expects each tensor to be equal size, but got [77] at entry 0 and [78] at entry 2"
qwen25_v1,4,emotion,bleu_4,ok,4.549389278176168e-15,,
qwen25_v1,4,emotion,rouge_l,ok,0.21986006609412034,,
qwen25_v1,4,emotion,meteor,ok,0.09897381592218064,,
qwen25_v1,4,emotion,spider,ok,0.10279107859366074,,
qwen25_v1,4,emotion,fense,ok,0.7424178762377823,,
qwen25_v1,4,emotion,bertscore,ok,0.6058687567710876,,
qwen25_v1,4,emotion,clapscore,ok,0.3612075334867707,,
qwen25_v1,4,overall,bleu_4,ok,1.0973111413181154e-14,,
qwen25_v1,4,overall,rouge_l,ok,0.30625917728522956,,
qwen25_v1,4,overall,meteor,ok,0.09996934977343841,,
qwen25_v1,4,overall,spider,ok,0.06309774187171611,,
qwen25_v1,4,overall,fense,ok,0.7965658818118124,,
qwen25_v1,4,overall,bertscore,ok,0.6917805671691895,,
qwen25_v1,4,overall,clapscore,ok,0.37120836019948583,,
