id,group_id,split,loss,main_nll,sub_nll,loss_reward,reconstruction,format,baseline,weight_0.1,weight_0.2,weight_0.3,transcript_exact_normalized,original_transcript,fixed_transcript,language,instruct
random440_deear_090::0,random440_deear_090,analysis,2.632491326332092,1.282455563545227,4.500119209289551,0.9602853642299576,0.43333333333333335,0.90625,0.480625,0.5333202030896624,0.5860154061793248,0.6387106092689874,False,话说你这些年倒是有点功夫啊,话说，你这些年倒是有下功夫啊。,Chinese,gender: male; age: adult; accent: Mandarin; voice timbre: bright; emotion: neutral; speaking rate: moderate; volume: medium; prosody: moderate intonation; pauses: no distinct pause
random440_deear_090::1,random440_deear_090,analysis,2.643294024467468,1.2932671308517456,4.500089645385742,0.9586328246256108,0.5,1.0,0.55,0.5958632824625612,0.6417265649251221,0.6875898473876833,False,话说你这些年倒是有些功夫啊。,话说，你这些年倒是有下功夫啊。,Chinese,gender: male; age: adult; voice timbre: bright; emotion: other; speaking rate: moderate; pitch: medium; volume: medium; prosody: varied intonation
random440_deear_090::2,random440_deear_090,analysis,2.669147086143494,1.3263291120529175,4.476059913635254,0.95440684704965,0.5666666666666667,0.90625,0.600625,0.6393990180382985,0.6781730360765965,0.716947054114895,False,话说你这些年倒是有点功夫啊。,话说，你这些年倒是有下功夫啊。,Chinese,gender: female; age: adult; emotion intensity: high; speaking rate: slow; pitch: low; volume: medium; prosody: emphatic; pauses: no clear pause
random440_deear_090::3,random440_deear_090,analysis,2.683450770378113,1.3403702974319458,4.476934909820557,0.951895144376743,0.5666666666666667,0.96875,0.606875,0.6453978477710077,0.6839206955420153,0.722443543313023,True,话说你这些年倒是有下功夫啊,话说，你这些年倒是有下功夫啊。,Chinese,gender: female; age: adult; voice timbre: bright; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: medium; volume: medium; prosody: predictable rythm; pauses: no pause
random440_expressivespeech_017::0,random440_expressivespeech_017,analysis,4.0911470413208,2.4122109413146973,5.596453666687012,0.07230400014632987,0.7200000000000001,0.8125,0.7292500000000002,0.6644804000146332,0.599710800029266,0.5349412000438991,False,"成文成,好了好了,这事是我不对,我不好,我小人之心,我敬你一杯,算是赔罪,原谅我行不行,来,我干了。",哎呀，程程，好了好了，这事儿是我不对啊，我不好，我小人之心，我敬你一杯，算是赔罪，原谅我行不行？嘛，来，我干了。,Chinese,gender: male; age: adult; voice timbre: bright; emotion intensity: high; speaking rate: slow; prosody: monotone intonation; pauses: significant silence at the end
random440_expressivespeech_017::2,random440_expressivespeech_017,analysis,4.105913925170898,2.4273922443389893,5.595072269439697,0.06850352058502224,0.7333333333333333,0.9375,0.7537499999999999,0.6872670187251689,0.6207840374503377,0.5543010561755067,False,"好的好的,这件事是我的错,我向你道歉。",哎呀，程程，好了好了，这事儿是我不对啊，我不好，我小人之心，我敬你一杯，算是赔罪，原谅我行不行？嘛，来，我干了。,Chinese,gender: male; age: adult; voice timbre: bright; emotion intensity: medium; speaking rate: slow; pitch: medium; prosody: flat intonation; pauses: long break before ending
random440_expressivespeech_017::3,random440_expressivespeech_017,analysis,4.109986400604248,2.431387186050415,5.595330715179443,0.06748841935510486,0.3,0.90625,0.36062500000000003,0.33737384193551045,0.31412268387102094,0.29087152580653153,False,哎呀 周班长好了好了这事使我不对我不好我小人之心我敬你一杯算是赔罪原谅我行不行来我干了,哎呀，程程，好了好了，这事儿是我不对啊，我不好，我小人之心，我敬你一杯，算是赔罪，原谅我行不行？嘛，来，我干了。,Chinese,gender: male; age: adult; voice timbre: neutral; emotion intensity: high; speaking rate: moderate; emphasis: emphasized; emphasized words: 事使我不对 我不好; prosody: smooth intonation; pauses: short silence
random440_expressivespeech_326::1,random440_expressivespeech_326,analysis,3.4962732791900635,1.8496873378753662,5.488619804382324,0.4471962055298806,0.7666666666666667,0.96875,0.7868750000000001,0.7549279538863215,0.7229809077726428,0.6910338616589643,False,"Budget for this was eighthundred, you spent eighthousand thats budget for the whole year.",Budget for this was eight hundred. You spent eight thousand. That's budget for the whole year.,English,"gender: male; age: adult; accent: US English; voice timbre: bright; emotion: neutral; speaking rate: moderate; pitch: medium; emphasis: emphasized; emphasized words: budget, eight hundred, eight thousand; prosody: intense delivery; pauses: no significant pauses"
random440_expressivespeech_326::3,random440_expressivespeech_326,analysis,3.498427700996399,1.852786898612976,5.485469341278076,0.4451022839342203,0.662962962962963,0.90625,0.6872916666666666,0.6655055987637923,0.643719530860918,0.621933462958044,False,You spent eight thousand that's budget for the whole year!,Budget for this was eight hundred. You spent eight thousand. That's budget for the whole year.,English,gender: male; age: adult; accent: US English; voice timbre: bright; emotion: neutral; speaking rate: moderate; prosody: electronically neutral tone; pauses: a brief pause at the end
random440_expressivespeech_283::1,random440_expressivespeech_283,calibration,3.02971465587616,1.3725003004074097,5.5240478515625,0.8352237112326868,0.4666666666666667,1.0,0.52,0.556855704456602,0.5937114089132041,0.630567113369806,False,It's called 'steel ink书写笔!',It's called stealing cue ball.,English,Speak naturally in a neutral voice.
random440_expressivespeech_283::2,random440_expressivespeech_283,calibration,2.9499470472335814,1.2950645685195923,5.516274929046631,0.8740068945734188,0.6,0.9375,0.63375,0.6611506894573419,0.6885513789146838,0.7159520683720257,False,It's called 'Stealing Qubo!',It's called stealing cue ball.,English,"gender: male; age: elderly; accent: US English; voice timbre: bright; emotion: angry; emotion intensity: high; speaking rate: fast; pitch: high; emphasis: emphasized; emphasized words: Stealing, Qubo; prosody: intense delivery; pauses: no паузы"
random440_expressivespeech_283::3,random440_expressivespeech_283,calibration,2.9617995023727417,1.3116508722305298,5.500495433807373,0.868783095303967,0.6666666666666666,0.9375,0.69375,0.7139616428637301,0.7341732857274601,0.7543849285911901,False,It's called Stealing cuba!,It's called stealing cue ball.,English,gender: male; age: adult; voice timbre: dark; emotion: neutral; speaking rate: moderate; volume: high; prosody: synthetic with slight echo; pauses: no audible pause
random440_expressivespeech_004::0,random440_expressivespeech_004,analysis,3.085798501968384,1.4605786800384521,5.4173994064331055,0.8025828522006657,0.6,1.0,0.64,0.6602582852200666,0.6805165704401331,0.7007748556601997,False,"Five onions and one pot, wow, okay.",Five onions in one pot. Wow. Okay.,English,voice timbre: breathy; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: low; volume: medium; prosody: monotone; pauses: no pause
random440_expressivespeech_004::1,random440_expressivespeech_004,analysis,3.133658933639526,1.4956035614013672,5.460184574127197,0.7710529874724896,0.5,0.9375,0.54375,0.570855298747249,0.5979605974944979,0.6250658962417469,True,"Five onions in one pot.  Wow, okay.",Five onions in one pot. Wow. Okay.,English,gender: male; age: adult; accent: US English; voice timbre: bright; emotion: neutral; speaking rate: moderate; prosody: steady intonation; pauses: no distinct pauses
random440_expressivespeech_004::2,random440_expressivespeech_004,analysis,3.134827160835266,1.5075522661209106,5.424249649047852,0.770240822163775,0.7,0.96875,0.726875,0.7338990822163775,0.740923164432755,0.7479472466491326,True,"Five onions in one pot, wow, okay.",Five onions in one pot. Wow. Okay.,English,gender: female; age: adult; voice timbre: dark; emotion: neutral; speaking rate: moderate; pitch: medium; volume: medium; prosody: monotone; pauses: no notable pause
random440_expressivespeech_192::0,random440_expressivespeech_192,analysis,3.4917160511016845,2.0412373542785645,4.8349289894104,0.4516315458270434,0.42857142857142855,0.9375,0.4794642857142857,0.48177029743984723,0.48407630916540867,0.4863823208909702,False,"Well, boy, what's wrong?",不，我不要。,Chinese,gender: female; age: child; voice timbre: bright; emotion: angry; emotion intensity: high; speaking rate: slow; pitch: high; prosody: monotonous
random440_expressivespeech_192::3,random440_expressivespeech_192,analysis,3.4967582702636717,2.0443739891052246,4.841280937194824,0.4467246678170172,0.32142857142857145,0.65625,0.3549107142857143,0.3674403239245589,0.3799699335634034,0.39249954320224806,False,What boy is it?,不，我不要。,Chinese,gender: male; age: child; voice timbre: bright
random440_deear_093::2,random440_deear_093,analysis,2.878250694274902,1.34257173538208,5.118929862976074,0.9019308117862934,0.43333333333333335,0.5625,0.44625000000000004,0.49310974784529604,0.539969495690592,0.5868292435358881,False,"No, because in the last quarterly earnings report the person I was referring to was the one who conducted it. Do you remember that?","No, because the last quarterly earnings report, I was the one who ran it. Do you remember that?",English,Speak naturally in a neutral voice.
random440_deear_093::3,random440_deear_093,analysis,2.8422356128692625,1.3068838119506836,5.117839336395264,0.9137670109115901,0.7333333333333333,1.0,0.7599999999999999,0.7780433677578257,0.7960867355156513,0.814130103273477,True,"No, because the last quarterly earnings report, I was the one who ran it. Do you remember that?","No, because the last quarterly earnings report, I was the one who ran it. Do you remember that?",English,gender: female; age: adult; accent: US English; voice timbre: bright; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: low; volume: medium; prosody: soft and composed; pauses: brief pause
random440_expressivespeech_079::2,random440_expressivespeech_079,analysis,3.460467672348022,1.8026258945465088,5.526139259338379,0.4822146598766619,0.43333333333333335,0.90625,0.480625,0.4855131326543329,0.49040126530866573,0.49528939796299865,False,"are you going to go to church next week? we'll see. i know well we'll see means if you're done with church, just say it.","Are you gonna go to church next week? We'll see. I know what ""we'll see"" means. If you're done with church, just say it.",English,gender: female; age: adult; voice timbre: neutral; emotion: neutral; emotion intensity: low; speaking rate: moderate; prosody: monotonic; pauses: extended pause
random440_expressivespeech_079::3,random440_expressivespeech_079,analysis,3.439546203613281,1.780735969543457,5.529367446899414,0.5027797449952891,0.5,1.0,0.55,0.550277974499529,0.5505559489990578,0.5508339234985867,False,are you going to vote in the turn next week i know i will say means if you're done with churches,"Are you gonna go to church next week? We'll see. I know what ""we'll see"" means. If you're done with church, just say it.",English,gender: female; age: adult; accent: US English; voice timbre: bright; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: medium; volume: medium; prosody: steady intonation; pauses: a brief pause at the end
random440_expressivespeech_122::0,random440_expressivespeech_122,analysis,3.4434049129486084,1.7479512691497803,5.651512145996094,0.4989854064756133,0.7266666666666667,0.9375,0.74775,0.7249818739808946,0.7022137479617893,0.6794456219426841,False,There's only one solution to this. Put your stuff away.,There's a very simple solution to this. Put your stuff away.,English,gender: female; age: adult; accent: US English; voice timbre: breathy; emotion: neutral; emotion intensity: low; speaking rate: slow; pitch: low; volume: low; emphasis: emphasized; prosody: slightly rising pitch variation with slow rhythm; pauses: short pause in the middle of the sentence
random440_expressivespeech_122::2,random440_expressivespeech_122,analysis,3.3873818635940554,1.6941779851913452,5.644012928009033,0.5538644781098442,0.7666666666666667,0.875,0.7775000000000001,0.7562197811443179,0.7349395622886356,0.7136593434329533,True,There's a very simple solution to this: put your stuff away.,There's a very simple solution to this. Put your stuff away.,English,gender: female; age: adult; emotion: neutral; emotion intensity: low; speaking rate: moderate; prosody: consistent pitch variation; pauses: short breaks for pauses
random440_expressivespeech_122::3,random440_expressivespeech_122,analysis,3.4146013975143434,1.7193204164505005,5.650936603546143,0.5272815237652002,0.4666666666666667,0.96875,0.5168750000000001,0.5229364857098534,0.5289979714197067,0.5350594571295602,True,There's a very simple solution to this. Put your stuff away.,There's a very simple solution to this. Put your stuff away.,English,gender: female; age: adult; accent: US English; voice timbre: bright; emotion: neutral; emotion intensity: low; speaking rate: slow; pitch: high; prosody: very monotone; pauses: a brief pause between phrases
random440_expressivespeech_183::0,random440_expressivespeech_183,calibration,3.647438097000122,2.1043636798858643,5.143581390380859,0.3086191626153064,0.4,1.0,0.4600000000000001,0.4508619162615307,0.44172383252306124,0.432585748784592,False,"He's reminiscing about his elementary school and acknowledging his success, now in the present. He sounds proud and a bit humorously constrained.","Yeah, and he's like trying to look professional because he's like, oh, look how successful I've been in my life. Going back to my elementary school to like reminisce, and now he looks like he's got like pee that he's brought into the classrooms and stuff with him.",English,"voice timbre: neutral; emotion: happy; emotion intensity: medium; speaking rate: slow; pitch: medium; volume: medium; emphasis: emphasized; emphasized words: elementary school, success; prosody: charmic; pauses: brief pause in the middle; nonverbal vocalizations: laughter, sniff"
random440_expressivespeech_183::2,random440_expressivespeech_183,calibration,3.643451976776123,2.099944829940796,5.145023822784424,0.3119745620894922,0.5,0.9375,0.54375,0.5249474562089492,0.5061449124178985,0.4873423686268477,False,"A person reflecting on their life changes and mentioning their elementary school as a point of reference. They contrast their current appearance with a past memory. Since being a student, they look different and have brought a device into the classroom.","Yeah, and he's like trying to look professional because he's like, oh, look how successful I've been in my life. Going back to my elementary school to like reminisce, and now he looks like he's got like pee that he's brought into the classrooms and stuff with him.",English,gender: female; age: adult; voice timbre: bright; emotion: neutral; speaking rate: moderate; volume: medium; prosody: monotone
random440_deear_086::2,random440_deear_086,analysis,2.395351028442383,1.4146718978881836,3.268930435180664,0.9839876876254163,0.711111111111111,0.875,0.7274999999999999,0.7547876576514305,0.782075315302861,0.8093629729542916,True,The um... what's that?,"The um, what's that?",English,gender: male; age: adult; accent: US English; emotion intensity: high; speaking rate: slow; pitch: high; emphasis: heavily emphasized; emphasized words: it's not clear what this refers to.; prosody: very monotone with inconsistent rhythm; pauses: a prolonged silence between speech segments
random440_deear_086::3,random440_deear_086,analysis,2.4222967863082885,1.4380908012390137,3.280686616897583,0.9822292274836698,0.5266666666666667,0.96875,0.5708750000000001,0.6164312560817005,0.6619875121634007,0.707543768245101,False,"Hey you, what's that?","The um, what's that?",English,gender: male; age: adult; accent: US English; voice timbre: bright; emotion: neutral; emotion intensity: low; speaking rate: moderate; volume: medium; prosody: neutral; pauses: no significant pauses
random440_deear_044::0,random440_deear_044,analysis,1.6121224403381347,0.7122243642807007,2.9996602535247803,0.99925317385604,0.6,1.0,0.64,0.679925317385604,0.719850634771208,0.759775952156812,True,dogs are sitting by the door,Dogs are sitting by the door.,English,speaking rate: moderate; pauses: no notable pause
random440_deear_044::1,random440_deear_044,analysis,1.6313028454780578,0.7314309477806091,2.999572992324829,0.9991946988960075,0.5333333333333333,0.9375,0.57375,0.6203361365562674,0.6669222731125348,0.7135084096688022,True,Dogs are sitting by the door.,Dogs are sitting by the door.,English,gender: male; age: adult; voice timbre: bright; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: medium; prosody: neutral intonation; pauses: no pause
random440_deear_044::3,random440_deear_044,analysis,1.6173979520797728,0.7181127071380615,2.997617483139038,0.9992375271141721,0.8666666666666667,0.9375,0.87375,0.8870070860447505,0.9002641720895012,0.9135212581342518,True,Dogs are sitting by the door.,Dogs are sitting by the door.,English,gender: male; age: adult; accent: US English; voice timbre: bright; emotion: neutral; speaking rate: moderate; prosody: neutral intonation; pauses: no audible pause
random440_expressivespeech_158::0,random440_expressivespeech_158,analysis,4.634485149383545,2.876436471939087,5.860162258148193,0.009112641684173417,0.26666666666666666,0.90625,0.330625,0.3048695975017507,0.2791141950035013,0.25335879250525206,False,外甥 Billy 你怎么这样,没你想的那么严重。,Chinese,gender: male; accent: Mandarin; voice timbre: bright; emotion: disgusted; emotion intensity: low; speaking rate: slow; pitch: high; prosody: monotonous; pauses: short
random440_expressivespeech_158::1,random440_expressivespeech_158,analysis,5.020194673538208,3.23651123046875,5.945611476898193,0.0020131272453503303,0.3333333333333333,1.0,0.4,0.36686797939120175,0.33373595878240336,0.3006039381736051,False,别把你小了那边也弄脏了。,没你想的那么严重。,Chinese,gender: female; age: adult; voice timbre: breathy; emotion: sad; emotion intensity: medium; speaking rate: slow; pitch: medium; volume: medium; emphasis: emphasized; emphasized words: 别把你小了那边也弄脏了。; prosody: slightly monotone; pauses: moderate
random440_expressivespeech_158::3,random440_expressivespeech_158,analysis,4.650159740447998,2.8834757804870605,5.888946533203125,0.008572459883085385,0.3333333333333333,0.9375,0.39375,0.3612739126549752,0.3287978253099504,0.2963217379649256,False,你大喊着那么严重。,没你想的那么严重。,Chinese,gender: male; age: adult; voice timbre: breathy; emotion: angry; emotion intensity: high; speaking rate: slow; pitch: high; volume: high; emphasis: emphasized; emphasized words: 大喊着; prosody: monotone; pauses: no pause at the end
random440_expressivespeech_271::0,random440_expressivespeech_271,analysis,2.7799747705459597,1.1511811017990112,5.429312229156494,0.931209177878821,0.6666666666666666,0.9375,0.69375,0.7202042511212154,0.7466585022424308,0.7731127533636464,False,How was that fair?,"Well, how was that fair?",English,gender: male; age: adult; accent: US English; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: high; volume: medium; emphasis: emphasized; emphasized words: 하여줄ANCEL그개며늘_translated; prosody: stated inevitably; pauses: brief pause after 'fair'
random440_expressivespeech_271::2,random440_expressivespeech_271,analysis,2.7978442907333374,1.165627121925354,5.440723896026611,0.9265679812022294,0.8333333333333334,0.9375,0.84375,0.8530734647868897,0.8623969295737792,0.8717203943606688,False,How was that fair?,"Well, how was that fair?",English,gender: male; accent: US English; voice timbre: neutral; emotion: neutral; emotion intensity: low; speaking rate: moderate; volume: medium; prosody: neutral tone; pauses: no notable pauses
random440_expressivespeech_225::3,random440_expressivespeech_225,analysis,3.5862471818923947,1.926791787147522,5.53151798248291,0.3621833350273011,0.5555555555555556,0.96875,0.596875,0.5775377779471746,0.5582005558943491,0.5388633338415237,False,All but one about Mercutio in 'Twelfth Night'. Autumn is the Duke,"Oh, but what about Mercutio in Twelfth Night? Oh, boy! As the Duke.",English,gender: female; age: adult; accent: US English; voice timbre: bright; emotion: happy; emotion intensity: high; speaking rate: moderate; pitch: high; prosody: isospectral delivery; pauses: no significant pauses; nonverbal vocalizations: laughter
random440_expressivespeech_176::0,random440_expressivespeech_176,calibration,2.6834407567977907,1.1684685945510864,5.049907207489014,0.9518969478807882,0.5769230769230769,0.96875,0.6161057692307692,0.6536031563265403,0.6911005434223114,0.7285979305180827,True,"Don't sweat it Deej, hey I didn't get into any of my top college picks and look at me, I live in your attic.","Don't sweat it, Deej. Hey, I didn't get into any of my top college picks, and look at me—I live in your attic.",English,gender: female; age: adult; accent: US English; voice timbre: bright; emotion: neutral; speaking rate: slow; pitch: medium; volume: medium; prosody: languid and monotonic; pauses: 擴張的停頓之後上聲音的放鬆
random440_expressivespeech_176::1,random440_expressivespeech_176,calibration,2.6675491333007812,1.1487607955932617,5.062627792358398,0.9546795655144295,0.3333333333333333,0.9375,0.39375,0.45588462321810963,0.5180192464362192,0.5801538696543289,False,"Don't sweat it, Deege. Hey, I didn't get into any of my top college picks and look at me, I live in your attic.","Don't sweat it, Deej. Hey, I didn't get into any of my top college picks, and look at me—I live in your attic.",English,gender: male; age: adult; accent: US English; emotion: neutral; emotion intensity: low; speaking rate: slow; pitch: low; volume: medium; prosody: slightly monotone; pauses: very brief silence
random440_expressivespeech_176::2,random440_expressivespeech_176,calibration,2.7113245248794557,1.19688880443573,5.048119068145752,0.9466186979808133,0.36666666666666664,0.90625,0.42062499999999997,0.4786202031314147,0.5366154062628293,0.594610609394244,True,"Don't sweat it, Deej. Hey, I didn't get into any of my top college picks and look at me, I live in your attic.","Don't sweat it, Deej. Hey, I didn't get into any of my top college picks, and look at me—I live in your attic.",English,gender: female; age: adult; voice timbre: neutral; emotion: sad; emotion intensity: medium; speaking rate: slow; volume: medium; prosody: 一样的音调; pauses: a prolonged pause between phrases; nonverbal vocalizations: sigh
random440_deear_070::1,random440_deear_070,analysis,3.079204249382019,1.6384607553482056,4.802478313446045,0.8066602070154496,0.7,0.5625,0.68625,0.6969160207015449,0.7075820414030899,0.7182480621046349,True,"请将会议记录整理成文档,并在明天上午发送给所有参会人员。",请将会议记录整理成文档，并在明天上午发送给所有参会人员。,Chinese,Speak naturally in a neutral voice.
random440_deear_070::2,random440_deear_070,analysis,3.079204249382019,1.6384607553482056,4.802478313446045,0.8066602070154496,0.7,0.5625,0.68625,0.6969160207015449,0.7075820414030899,0.7182480621046349,True,"请将会议记录整理成文档,并在明天上午发送给所有参会人员。",请将会议记录整理成文档，并在明天上午发送给所有参会人员。,Chinese,Speak naturally in a neutral voice.
random440_deear_070::3,random440_deear_070,analysis,3.113444757461548,1.6676936149597168,4.8191704750061035,0.7847854604222815,0.5,0.96875,0.546875,0.5753535460422282,0.6038320920844563,0.6323106381266845,True,"请将会议记录整理成文档,并在明天上午发送给所有参会人员。",请将会议记录整理成文档，并在明天上午发送给所有参会人员。,Chinese,"gender: male; age: adult; voice timbre: neutral; emotion: neutral; emotion intensity: low; speaking rate: moderate; pitch: high; volume: medium; emphasis: emphasized; emphasized words: 请将会议记录整理成文档, 明天上午发送给所有参会人员; prosody: monotone; pauses: a brief pause between mentions"
random440_expressivespeech_154::0,random440_expressivespeech_154,analysis,4.031715965270996,2.3303208351135254,5.671317100524902,0.08963790171332509,0.6266666666666667,0.96875,0.6608750000000001,0.607172123504666,0.5534692470093316,0.4997663705139976,False,你别这么看着我啊姐我错了还不行吗姐不是你想想我是因为喜欢他才这么说的哪个女人不也做男人的就是主呀,你你别这么看着我啊，姐，我错了还不行吗？姐，你想想，我是因为喜欢他才这么说的，哪个女人不愿意做男人的救世主啊？,Chinese,"gender: male; age: adult; accent: Bermudian English; emotion: sad; emotion intensity: low; speaking rate: moderate; pitch: low; volume: medium; emphasis: emphasized; emphasized words: 别这么看着我, 我错了, 我是因为喜欢他才这么说的, 哪个女人不也做男人的就是主呀; prosody: very monotone; pauses: no clear pause; nonverbal vocalizations: crying"
random440_expressivespeech_154::1,random440_expressivespeech_154,analysis,4.015073585510254,2.3142666816711426,5.669356346130371,0.09512502875051106,0.3333333333333333,0.78125,0.378125,0.3543041695417178,0.3304833390834355,0.3066625086251533,False,"这段话是中文,说话者在向姐姐解释错误并求原谅,语气温和却带有委屈。",你你别这么看着我啊，姐，我错了还不行吗？姐，你想想，我是因为喜欢他才这么说的，哪个女人不愿意做男人的救世主啊？,Chinese,gender: male; age: adult; speaking rate: moderate; prosody: slightly unnatural; pauses: slight silence in middle
random440_expressivespeech_154::2,random440_expressivespeech_154,analysis,4.05630316734314,2.355020761489868,5.670941352844238,0.08205308749542524,0.3333333333333333,0.90625,0.390625,0.3654969754162092,0.34036895083241836,0.3152409262486276,False,"I'm sorry, I don't want to talk about this.",你你别这么看着我啊，姐，我错了还不行吗？姐，你想想，我是因为喜欢他才这么说的，哪个女人不愿意做男人的救世主啊？,Chinese,gender: male; age: adult; voice timbre: dark; emotion: sad; emotion intensity: low; speaking rate: slow; pitch: low; prosody: monotone; pauses: short pause between words
random440_expressivespeech_154::3,random440_expressivespeech_154,analysis,4.030321073532105,2.3282179832458496,5.67367696762085,0.09008662809058277,0.4543859649122807,0.5625,0.4651973684210527,0.4287674347388829,0.39233750105671306,0.3559075673745434,False,这都21世纪了还这么讲究?女人挣钱不?谁家男人的膝下?,你你别这么看着我啊，姐，我错了还不行吗？姐，你想想，我是因为喜欢他才这么说的，哪个女人不愿意做男人的救世主啊？,Chinese,Speak naturally in a neutral voice.
