round,role,group_id,rank,cost,unit,source_jsonl
0,Captioner,random440_deear_070,4,664,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_043,5,667,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_154,6,764,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_249,7,820,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_072,0,469,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_050,1,715,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_046,2,713,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_011,3,542,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_167,4,535,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_227,5,908,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_175,6,718,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_160,7,744,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_202,0,602,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_314,1,720,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_238,2,419,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_179,3,622,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_054,4,401,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_037,5,797,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_220,6,687,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_228,7,629,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_272,0,803,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_285,1,704,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_013,2,774,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_290,3,635,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_256,4,688,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_083,5,884,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_126,6,728,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_087,7,725,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_109,0,603,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_135,1,475,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_032,2,674,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_197,3,851,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_181,4,837,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_003,5,724,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_049,6,442,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_007,7,654,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_235,0,621,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_157,1,523,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_063,2,678,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_089,3,479,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_113,4,704,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_020,5,519,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_028,6,612,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_084,7,718,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_093,0,817,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_222,1,994,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_015,2,653,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_083,3,501,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_096,4,487,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_219,5,656,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_082,6,567,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_208,7,825,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_035,0,734,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_147,1,568,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_266,2,532,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_188,3,528,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_045,4,1049,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_092,5,696,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_019,6,649,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_313,7,949,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_047,0,701,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_069,1,456,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_024,2,620,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_187,3,950,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_088,4,732,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_009,5,633,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_168,6,630,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_252,7,566,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_095,0,767,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_090,1,484,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_053,2,658,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_165,3,682,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_010,4,666,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_312,5,639,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_057,6,647,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_309,7,742,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_076,0,651,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_292,1,811,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_148,2,782,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_111,3,585,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_016,4,911,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_016,5,687,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_138,6,1003,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_254,7,757,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_087,0,728,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_246,1,590,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_338,2,682,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_215,3,848,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_031,4,801,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_068,5,867,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_310,6,496,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_101,7,890,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_014,0,708,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_041,1,893,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_319,2,716,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_deear_040,3,610,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_185,4,618,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_340,5,774,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_294,6,673,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_270,7,679,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_334,0,798,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_080,1,681,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
0,Captioner,random440_expressivespeech_329,2,723,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.output.jsonl
