trajectory,round,task,metric,value,status,error,source
qwen_v1,r0,speaker,fense,0.9006709974315144,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,speaker,bertscore,0.6876592040061951,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [87] at entry 1",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,bleu_4,3.2330508002361384e-07,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,rouge_l,0.4322405773350383,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,meteor,0.22775507485673785,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,spider,0.18088662027388014,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,fense,0.9141280154418054,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,bertscore,0.731555163860321,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [106] at entry 2",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,bleu_4,4.5481774544534436e-11,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,rouge_l,0.36995693665608903,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,meteor,0.12896876120102102,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,spider,0.18915641029422137,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,fense,0.8791654899646855,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,bertscore,0.6443616151809692,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [97] at entry 4",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,bleu_4,1.6306528994935481e-06,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,rouge_l,0.4702976852984482,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,meteor,0.16710175749576933,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,spider,0.1008316060692106,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,fense,0.9290212756027639,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,bertscore,0.7302953600883484,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r0,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [82] at entry 2",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round0
qwen_v1,r1,speaker,bleu_4,1.5684120897840665e-07,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,speaker,rouge_l,0.32519988602168726,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,speaker,meteor,0.17369298412633713,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,speaker,spider,0.1729936719139987,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,speaker,fense,0.8993558778609557,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,speaker,bertscore,0.687306821346283,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [91] at entry 2",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,bleu_4,3.4079986608064386e-07,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,rouge_l,0.43263986741323357,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,meteor,0.22821725564839382,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,spider,0.18183155733506196,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,fense,0.9117416799593737,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,bertscore,0.7313368320465088,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [105] at entry 2",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,bleu_4,4.544031532449748e-11,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,rouge_l,0.37063625752544177,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,meteor,0.12974196935795207,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,spider,0.18975851609647013,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,fense,0.8754139908210424,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,bertscore,0.6445454359054565,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [97] at entry 4",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,bleu_4,1.6413248909516082e-06,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,rouge_l,0.4709820387149459,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,meteor,0.16765241398257327,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,spider,0.100952877124974,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,fense,0.9303892846024674,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,bertscore,0.7294811010360718,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r1,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [89] at entry 2",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round1
qwen_v1,r2,speaker,bleu_4,2.529123088836966e-11,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,speaker,rouge_l,0.3259278495985181,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,speaker,meteor,0.17403315814086595,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,speaker,spider,0.17327579312673771,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,speaker,fense,0.8975654695304703,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,speaker,bertscore,0.6879397630691528,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [80] at entry 5",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,bleu_4,3.6894427019830423e-07,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,rouge_l,0.4337578531967085,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,meteor,0.22783350244747091,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,spider,0.1817572705974321,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,fense,0.9130464519164054,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,bertscore,0.7318980097770691,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [106] at entry 2",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,bleu_4,4.561790111730839e-11,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,rouge_l,0.37027689081270276,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,meteor,0.1295720605952019,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,spider,0.18951204764574528,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,fense,0.8768737784718651,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,bertscore,0.6441298127174377,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [97] at entry 4",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,bleu_4,1.6171710705878758e-06,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,rouge_l,0.47147142437638245,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,meteor,0.16704298394077483,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,spider,0.10085067850521398,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,fense,0.9318704945735823,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,bertscore,0.7293329834938049,ok,,/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r2,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [90] at entry 1",/data/L202500147/Caption/benchmark/emotiontalk_speech_captioning/runs/eight_models_20260901_run01/full/qwen8_round2
qwen_v1,r3,speaker,bleu_4,2.5409415994682458e-11,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,speaker,rouge_l,0.325187724765939,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,speaker,meteor,0.1735137198524314,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,speaker,spider,0.17279157345867968,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,speaker,fense,0.8994713207178625,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,speaker,bertscore,0.6875295639038086,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [87] at entry 1",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,bleu_4,3.5783609635202785e-07,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,rouge_l,0.43604953703634,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,meteor,0.22868448166010397,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,spider,0.18127350663747563,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,fense,0.912802182939029,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,bertscore,0.7327001094818115,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [105] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,bleu_4,4.5849906196558624e-11,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,rouge_l,0.3706727155281531,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,meteor,0.12980939258032043,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,spider,0.18971348517105466,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,fense,0.8754404391044778,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,bertscore,0.6437438130378723,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [80] at entry 4",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,bleu_4,1.5388135140712273e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,rouge_l,0.4698567264941827,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,meteor,0.1664244618497692,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,spider,0.10064407178425551,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,fense,0.9305601057269649,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,bertscore,0.7302680015563965,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r3,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [97] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r3
qwen_v1,r4,speaker,bleu_4,2.5766328237940473e-11,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,speaker,rouge_l,0.32557247104862413,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,speaker,meteor,0.17350225778118017,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,speaker,spider,0.1726902952844825,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,speaker,fense,0.8939598104445782,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,speaker,bertscore,0.6876691579818726,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [87] at entry 1",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,bleu_4,3.353954913649754e-07,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,rouge_l,0.4357016205831675,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,meteor,0.22809037810968058,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,spider,0.18262148716694615,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,fense,0.9142852356237349,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,bertscore,0.7321547269821167,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
qwen_v1,r4,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [86] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/qwen_v1_r4
